nome,apelido,data_nascimento,posicao,mao
Tiago,Pinto,2004-11-03,Ponta Direita,Esquerda
Tomás,Cardoso,1999-08-27,Central,Direita
Diogo,Oliveira,1999-04-03,Lateral Esquerdo,Esquerda
David,Mendes,1999-06-19,Ponta Direita,Direita
André,Pinto,2000-09-05,Guarda-Redes,Esquerda
Eduardo,Vieira,1997-11-23,Lateral Esquerdo,Direita
Manuel,Marques,1996-09-14,Lateral Direito,Direita
Luís,Almeida,1997-04-09,Lateral Direito,Esquerda
Carlos,Guerreiro,1991-02-05,Lateral Esquerdo,Direita
Tiago,Dias,1991-03-13,Guarda-Redes,Direita
David,Sousa,2000-08-27,Guarda-Redes,Direita
Luís,Almeida,1997-07-03,Guarda-Redes,Direita
Tomás,Pereira,2005-09-30,Central,Direita
Hugo,Reis,1994-09-24,Central,Esquerda
Francisco,Carvalho,2002-05-31,Ponta Esquerda,Esquerda
Hugo,Almeida,2001-05-31,Ponta Esquerda,Direita
Tiago,Fonseca,2005-02-25,Ponta Esquerda,Direita
Tiago,Dias,1999-11-12,Ponta Esquerda,Esquerda
Miguel,Vieira,1997-04-19,Central,Direita
Ricardo,Santos,1991-06-04,Lateral Direito,Direita
Fernando,Fernandes,1994-07-10,Ponta Direita,Direita
Paulo,Santos,1992-09-02,Pivot,Esquerda
Gabriel,Nunes,1999-05-25,Lateral Esquerdo,Direita
João,Henriques,2000-10-07,Ponta Direita,Esquerda
António,Carvalho,1995-11-22,Ponta Direita,Direita
Pedro,Henriques,1996-10-12,Lateral Direito,Direita
Hugo,Sousa,1992-06-16,Pivot,Direita
Bruno,Marques,2000-02-04,Lateral Esquerdo,Esquerda
Tiago,Gomes,1997-05-21,Lateral Esquerdo,Esquerda
Bruno,Gomes,2000-12-21,Lateral Direito,Direita
Luís,Carvalho,2003-01-30,Ponta Direita,Esquerda
Francisco,Ribeiro,2005-01-28,Ponta Esquerda,Direita
Nuno,Fernandes,1998-06-07,Lateral Direito,Esquerda
Manuel,Guerreiro,2004-07-31,Ponta Direita,Esquerda
José,Rocha,2002-07-06,Lateral Esquerdo,Esquerda
Marco,Cardoso,2004-06-26,Lateral Direito,Direita
André,Teixeira,1990-11-11,Ponta Direita,Direita
Luís,Pinto,1999-01-06,Central,Direita
André,Lopes,1996-05-25,Central,Direita
António,Ferreira,2004-09-21,Guarda-Redes,Direita
Bruno,Ferreira,2003-04-30,Guarda-Redes,Esquerda
Pedro,Fernandes,2000-01-27,Lateral Esquerdo,Esquerda
Hugo,Oliveira,2002-02-28,Pivot,Direita
Ricardo,Silva,1992-03-15,Pivot,Esquerda
André,Rodrigues,1990-02-24,Ponta Esquerda,Esquerda
Marco,Ferreira,1996-11-26,Pivot,Esquerda
António,Reis,2001-08-01,Ponta Esquerda,Direita
Diogo,Pereira,1990-10-28,Pivot,Direita
André,Pereira,1994-04-08,Pivot,Esquerda
Rui,Henriques,1995-04-09,Lateral Esquerdo,Direita
Guilherme,Carvalho,2003-12-22,Lateral Esquerdo,Esquerda
Guilherme,Rocha,2003-08-13,Lateral Esquerdo,Direita
Francisco,Lopes,1997-02-07,Guarda-Redes,Direita
Carlos,Fonseca,1998-06-24,Guarda-Redes,Esquerda
Vasco,Rocha,2004-04-05,Guarda-Redes,Direita
Jorge,Marques,1997-04-11,Pivot,Esquerda
Guilherme,Costa,2004-08-10,Lateral Esquerdo,Esquerda
David,Dias,1995-11-22,Ponta Esquerda,Direita
David,Santos,2004-12-24,Lateral Direito,Esquerda
Carlos,Mendes,2003-04-17,Pivot,Esquerda
Vasco,Pinto,2000-08-23,Lateral Direito,Direita
Eduardo,Sousa,1994-09-07,Lateral Esquerdo,Esquerda
Diogo,Teixeira,1993-10-21,Central,Esquerda
Guilherme,Ferreira,2001-08-07,Lateral Esquerdo,Direita
Paulo,Almeida,1990-03-28,Central,Direita
Francisco,Sousa,2000-11-04,Lateral Direito,Direita
Jorge,Oliveira,1992-07-19,Pivot,Direita
João,Mendes,2004-09-23,Ponta Direita,Esquerda
Rafael,Sousa,1990-03-20,Ponta Esquerda,Esquerda
Miguel,Teixeira,2000-07-05,Pivot,Direita
Eduardo,Teixeira,1998-05-13,Ponta Direita,Direita
Francisco,Carvalho,1995-12-04,Lateral Esquerdo,Esquerda
Ricardo,Fernandes,1995-04-24,Guarda-Redes,Esquerda
Gabriel,Sousa,2004-12-18,Lateral Esquerdo,Esquerda
David,Correia,1997-12-18,Guarda-Redes,Direita
Rui,Martins,2003-10-20,Lateral Esquerdo,Direita
Fernando,Martins,2002-11-11,Ponta Esquerda,Esquerda
João,Fernandes,2002-03-15,Ponta Direita,Direita
João,Almeida,1996-02-17,Lateral Esquerdo,Esquerda
Manuel,Sousa,2004-12-14,Pivot,Direita
Hugo,Fonseca,2005-06-16,Pivot,Direita
Hugo,Santos,2005-12-17,Ponta Esquerda,Direita
Miguel,Reis,1992-10-08,Guarda-Redes,Direita
Eduardo,Santos,2001-08-07,Lateral Direito,Esquerda
Tiago,Almeida,1991-12-23,Ponta Direita,Direita
Rui,Rodrigues,2002-10-15,Ponta Direita,Direita
Gonçalo,Reis,2001-12-21,Pivot,Direita
David,Ferreira,2004-06-02,Lateral Esquerdo,Esquerda
Jorge,Lopes,2004-11-01,Lateral Esquerdo,Direita
Guilherme,Guerreiro,2004-01-25,Guarda-Redes,Direita
Fernando,Rodrigues,1994-05-02,Guarda-Redes,Direita
José,Dias,1995-08-12,Central,Esquerda
Paulo,Oliveira,1991-04-09,Pivot,Direita
Vasco,Silva,2002-08-30,Ponta Direita,Direita
João,Cardoso,1993-03-24,Guarda-Redes,Direita
Daniel,Sousa,2005-10-11,Ponta Direita,Esquerda
José,Ribeiro,2000-08-03,Pivot,Direita
José,Oliveira,1991-12-03,Central,Direita
Fernando,Correia,2003-10-11,Guarda-Redes,Direita
Gonçalo,Correia,1991-11-24,Ponta Direita,Esquerda
José,Vieira,1990-09-06,Central,Esquerda
Diogo,Cardoso,1990-04-26,Ponta Esquerda,Direita
António,Dias,1992-03-31,Lateral Direito,Direita
Manuel,Henriques,2004-11-11,Lateral Esquerdo,Esquerda
António,Rodrigues,1994-05-11,Ponta Esquerda,Direita
Jorge,Oliveira,1994-10-10,Guarda-Redes,Esquerda
Pedro,Fernandes,1991-07-25,Guarda-Redes,Esquerda
José,Ribeiro,1999-12-07,Ponta Esquerda,Direita
António,Guerreiro,1999-04-10,Lateral Esquerdo,Direita
Pedro,Gomes,1999-09-23,Lateral Esquerdo,Esquerda
Miguel,Fonseca,2000-12-03,Ponta Esquerda,Direita
Manuel,Fernandes,2001-12-09,Pivot,Esquerda
Marco,Vieira,1998-02-14,Lateral Direito,Direita
Nuno,Ferreira,2003-09-26,Lateral Direito,Esquerda
Vasco,Martins,2002-09-10,Pivot,Direita
Carlos,Teixeira,1997-06-27,Central,Direita
Manuel,Santos,1999-06-30,Central,Direita
Paulo,Fonseca,2000-03-30,Ponta Esquerda,Direita
Fernando,Nunes,2004-05-28,Central,Direita
Fernando,Vieira,2005-04-25,Ponta Direita,Esquerda
Bruno,Nunes,1997-03-20,Lateral Esquerdo,Direita
Francisco,Correia,1998-11-21,Lateral Direito,Direita
António,Santos,2005-04-27,Pivot,Direita
Tiago,Guerreiro,2005-06-18,Central,Esquerda
Ricardo,Mendes,1992-11-17,Lateral Direito,Esquerda
Rui,Almeida,1999-03-13,Central,Esquerda
Guilherme,Reis,2003-01-24,Pivot,Esquerda
Fernando,Ribeiro,1997-06-06,Ponta Direita,Direita
Carlos,Marques,2002-01-25,Lateral Esquerdo,Esquerda
Vasco,Oliveira,1990-12-31,Pivot,Direita
Paulo,Silva,1992-08-25,Pivot,Direita
Carlos,Marques,2000-12-01,Central,Esquerda
Marco,Correia,1990-05-14,Lateral Direito,Direita
David,Gomes,1996-10-19,Guarda-Redes,Direita
José,Vieira,1996-09-28,Central,Direita
Hugo,Marques,1992-10-13,Ponta Direita,Direita
Ricardo,Sousa,1998-12-07,Ponta Esquerda,Esquerda
Gabriel,Santos,2004-03-21,Central,Direita
Guilherme,Pinto,1990-04-10,Ponta Direita,Esquerda
Tiago,Carvalho,1994-08-30,Lateral Esquerdo,Direita
Hugo,Henriques,1999-10-04,Pivot,Esquerda
Gabriel,Ferreira,1998-12-31,Ponta Direita,Esquerda
Luís,Ribeiro,1993-07-09,Guarda-Redes,Direita
Diogo,Ribeiro,1994-06-29,Ponta Esquerda,Esquerda
Vasco,Santos,1991-10-07,Ponta Esquerda,Direita
Daniel,Fernandes,2005-11-26,Guarda-Redes,Esquerda
Fernando,Correia,2002-03-30,Ponta Esquerda,Esquerda
André,Carvalho,1995-02-23,Lateral Direito,Direita
Luís,Marques,1993-03-20,Lateral Esquerdo,Esquerda
Ricardo,Pinto,2001-12-17,Lateral Direito,Direita
David,Vieira,2001-04-16,Ponta Direita,Esquerda
Manuel,Marques,1997-10-01,Ponta Direita,Direita
Tomás,Monteiro,1996-10-23,Lateral Direito,Esquerda
David,Nunes,2003-02-11,Central,Direita
Manuel,Costa,1994-11-22,Ponta Direita,Direita
Gonçalo,Sousa,2002-01-27,Central,Esquerda
Bruno,Nunes,1997-07-29,Ponta Direita,Direita
Tomás,Silva,2000-11-17,Ponta Esquerda,Direita
Diogo,Guerreiro,2005-11-11,Lateral Esquerdo,Esquerda
Vasco,Rodrigues,1996-10-19,Ponta Esquerda,Esquerda
André,Martins,1995-01-06,Guarda-Redes,Direita
Hugo,Henriques,2000-05-01,Lateral Esquerdo,Esquerda
Miguel,Rocha,1990-05-22,Central,Esquerda
Rafael,Silva,1991-01-13,Central,Esquerda
Nuno,Correia,1992-03-12,Guarda-Redes,Direita
Marco,Cardoso,2003-03-27,Ponta Direita,Esquerda
Paulo,Fonseca,1992-12-21,Guarda-Redes,Direita
Miguel,Ferreira,1992-12-17,Central,Direita
Gonçalo,Gomes,1992-02-13,Pivot,Direita
Tomás,Mendes,2004-01-05,Ponta Direita,Esquerda
Vasco,Correia,2003-04-28,Lateral Direito,Esquerda
Pedro,Martins,2000-07-25,Ponta Direita,Direita
Fernando,Gomes,1998-02-04,Pivot,Direita
Tomás,Sousa,1995-03-30,Central,Direita
Jorge,Costa,2004-07-30,Central,Direita
Diogo,Reis,2002-06-19,Ponta Esquerda,Esquerda
Manuel,Henriques,1992-10-19,Guarda-Redes,Direita
António,Cardoso,2002-07-21,Lateral Esquerdo,Esquerda
Eduardo,Fonseca,1993-06-09,Lateral Direito,Direita
António,Henriques,1993-04-05,Ponta Esquerda,Direita
Rui,Costa,2004-11-20,Lateral Direito,Esquerda
Guilherme,Guerreiro,1992-12-16,Lateral Direito,Direita
António,Pinto,1998-02-23,Ponta Direita,Direita
Gonçalo,Fonseca,2005-08-10,Ponta Direita,Direita
Bruno,Dias,1990-02-24,Lateral Esquerdo,Esquerda
Tiago,Costa,2004-05-24,Pivot,Direita
Jorge,Lopes,2005-08-19,Lateral Esquerdo,Esquerda
Francisco,Teixeira,1993-04-27,Ponta Esquerda,Direita
Bruno,Dias,2001-09-04,Ponta Esquerda,Esquerda
José,Teixeira,1993-10-15,Lateral Direito,Direita
Daniel,Monteiro,1992-01-21,Guarda-Redes,Esquerda
Rui,Silva,2002-11-26,Ponta Direita,Direita
Tomás,Martins,1991-05-25,Lateral Direito,Direita
Rui,Rodrigues,2000-06-30,Guarda-Redes,Esquerda
Carlos,Gomes,1991-01-15,Ponta Direita,Direita
Bruno,Gomes,1992-03-22,Guarda-Redes,Direita
Daniel,Santos,2000-07-09,Pivot,Esquerda
Diogo,Carvalho,2002-03-29,Pivot,Esquerda
Tomás,Nunes,2000-09-19,Central,Direita
João,Teixeira,1994-01-26,Ponta Esquerda,Direita
Diogo,Oliveira,2003-02-04,Lateral Direito,Esquerda
Paulo,Nunes,1997-05-25,Lateral Direito,Esquerda
Fernando,Gomes,1995-06-06,Pivot,Esquerda
Vasco,Ribeiro,1994-01-23,Central,Direita
André,Nunes,1998-12-22,Lateral Esquerdo,Direita
Manuel,Fonseca,1998-03-05,Guarda-Redes,Direita
Manuel,Pereira,1999-12-06,Ponta Direita,Esquerda
José,Mendes,1994-11-23,Pivot,Direita
Hugo,Silva,2000-08-13,Lateral Direito,Direita
Jorge,Marques,1999-11-22,Ponta Direita,Direita
Eduardo,Gomes,1994-12-21,Central,Direita
David,Rocha,2004-11-08,Pivot,Esquerda
Diogo,Pereira,1998-11-23,Lateral Direito,Direita
Gonçalo,Costa,1996-10-30,Pivot,Direita
Marco,Nunes,1998-04-08,Lateral Direito,Esquerda
Manuel,Nunes,1990-06-25,Pivot,Esquerda
Luís,Fonseca,2003-08-27,Central,Esquerda
Paulo,Carvalho,1992-08-19,Lateral Direito,Direita
Gabriel,Marques,1992-09-08,Ponta Direita,Esquerda
Rui,Reis,2003-03-14,Lateral Esquerdo,Esquerda
Eduardo,Monteiro,2000-02-09,Central,Direita
Daniel,Almeida,1993-04-09,Lateral Direito,Esquerda
Francisco,Marques,1999-11-03,Ponta Direita,Esquerda
Carlos,Fonseca,2004-03-19,Lateral Direito,Direita
Miguel,Sousa,2001-01-25,Guarda-Redes,Direita
Tiago,Pereira,1996-08-11,Lateral Direito,Esquerda
Vasco,Correia,1994-10-21,Guarda-Redes,Direita
Tiago,Fernandes,2005-11-12,Central,Direita
David,Sousa,1991-03-01,Guarda-Redes,Direita
Guilherme,Correia,1993-02-04,Lateral Direito,Direita
Jorge,Monteiro,2004-09-09,Lateral Esquerdo,Direita
António,Santos,1993-12-01,Lateral Direito,Esquerda
Tiago,Sousa,2001-10-30,Ponta Esquerda,Direita
Marco,Pinto,1993-04-22,Lateral Direito,Direita
Diogo,Sousa,1995-04-02,Lateral Esquerdo,Direita
Pedro,Fonseca,2002-01-31,Pivot,Direita
Manuel,Pinto,1997-09-22,Ponta Direita,Direita
José,Dias,2005-12-02,Lateral Direito,Direita
Nuno,Nunes,1994-11-07,Guarda-Redes,Direita
Pedro,Correia,1999-01-05,Central,Esquerda
Pedro,Fonseca,1990-11-18,Guarda-Redes,Direita
Rui,Guerreiro,1992-02-10,Lateral Direito,Esquerda
Rafael,Carvalho,1997-01-11,Ponta Direita,Esquerda
Hugo,Fernandes,1990-12-03,Lateral Esquerdo,Esquerda
André,Fonseca,1990-08-29,Ponta Direita,Esquerda
Francisco,Vieira,1990-06-13,Central,Direita
Guilherme,Carvalho,1995-02-25,Lateral Direito,Direita
José,Cardoso,2000-01-23,Ponta Direita,Esquerda
João,Gomes,1994-02-10,Ponta Esquerda,Direita
Daniel,Dias,2004-11-18,Ponta Direita,Direita
António,Fonseca,1999-03-27,Guarda-Redes,Esquerda
Francisco,Sousa,1992-07-18,Ponta Esquerda,Esquerda
Miguel,Pereira,1990-11-22,Central,Direita
Bruno,Monteiro,1999-02-14,Pivot,Esquerda
Pedro,Monteiro,1991-08-14,Central,Esquerda
Daniel,Mendes,2000-02-18,Ponta Direita,Esquerda
Luís,Mendes,1990-12-23,Pivot,Direita
Marco,Pinto,2000-03-03,Lateral Direito,Direita
Marco,Reis,2000-06-26,Pivot,Esquerda
André,Vieira,1991-12-08,Ponta Direita,Esquerda
Hugo,Monteiro,2000-08-29,Ponta Direita,Esquerda
Daniel,Mendes,1990-10-18,Guarda-Redes,Direita
Pedro,Gomes,1990-09-19,Lateral Esquerdo,Direita
David,Oliveira,1993-08-14,Lateral Esquerdo,Esquerda
Ricardo,Nunes,1999-09-28,Guarda-Redes,Direita
Ricardo,Correia,1991-06-15,Lateral Direito,Esquerda
Fernando,Fonseca,2003-10-17,Central,Direita
Rafael,Rocha,1998-11-05,Guarda-Redes,Esquerda
Eduardo,Lopes,1994-01-13,Central,Direita
Fernando,Oliveira,1990-01-04,Guarda-Redes,Esquerda
Marco,Marques,2002-02-10,Ponta Esquerda,Direita
Francisco,Guerreiro,1999-06-21,Guarda-Redes,Direita
Diogo,Vieira,1992-02-09,Ponta Direita,Direita
Paulo,Teixeira,1995-03-24,Guarda-Redes,Direita
Manuel,Pinto,2001-01-05,Lateral Esquerdo,Direita
Hugo,Teixeira,2003-10-19,Lateral Direito,Direita
Pedro,Ribeiro,2000-08-30,Ponta Esquerda,Direita
Bruno,Pereira,1997-10-22,Lateral Esquerdo,Esquerda
Nuno,Pereira,1993-11-19,Ponta Esquerda,Direita
Luís,Fonseca,1992-04-22,Pivot,Direita
Hugo,Fonseca,1999-02-18,Ponta Direita,Direita
José,Henriques,1999-09-07,Ponta Direita,Esquerda
Manuel,Martins,1998-06-29,Lateral Direito,Esquerda
Francisco,Monteiro,2000-06-30,Ponta Direita,Esquerda
Luís,Correia,2001-04-14,Ponta Esquerda,Esquerda
Paulo,Rodrigues,1993-10-28,Guarda-Redes,Direita
Bruno,Carvalho,1996-10-23,Ponta Esquerda,Direita
Jorge,Guerreiro,1991-08-19,Pivot,Esquerda
António,Cardoso,1998-08-09,Lateral Direito,Direita
António,Pinto,1990-02-02,Pivot,Direita
Nuno,Pereira,1992-01-24,Guarda-Redes,Direita
Gonçalo,Carvalho,1993-10-20,Guarda-Redes,Esquerda
Bruno,Reis,2000-01-30,Lateral Direito,Direita
Rafael,Santos,1994-10-03,Guarda-Redes,Esquerda
Guilherme,Ribeiro,2003-06-10,Guarda-Redes,Esquerda
José,Pinto,2001-06-22,Ponta Direita,Esquerda
José,Rodrigues,2002-08-16,Ponta Esquerda,Esquerda
Ricardo,Correia,2005-10-10,Pivot,Direita
Diogo,Pinto,1990-06-02,Lateral Direito,Direita
Guilherme,Almeida,1994-09-29,Lateral Direito,Direita
David,Teixeira,1990-06-15,Lateral Direito,Esquerda
António,Pereira,2004-01-29,Lateral Direito,Esquerda
Rafael,Marques,2000-05-21,Ponta Direita,Direita
Francisco,Martins,1999-07-31,Ponta Direita,Direita
Marco,Guerreiro,1991-01-02,Lateral Esquerdo,Esquerda
Daniel,Monteiro,1994-03-21,Guarda-Redes,Esquerda
Gabriel,Correia,1993-07-07,Pivot,Esquerda
Rafael,Silva,1995-06-23,Lateral Esquerdo,Direita
Bruno,Silva,1994-02-05,Ponta Esquerda,Direita
Tiago,Cardoso,1991-01-11,Lateral Direito,Esquerda
Marco,Marques,2005-03-07,Ponta Esquerda,Direita
Tiago,Oliveira,1995-09-26,Lateral Esquerdo,Esquerda
Gonçalo,Oliveira,2001-04-17,Lateral Esquerdo,Esquerda
Pedro,Almeida,1999-03-18,Lateral Direito,Direita
Luís,Ferreira,1992-09-03,Central,Direita
Eduardo,Fernandes,2004-10-14,Ponta Direita,Direita
David,Cardoso,2003-05-02,Pivot,Esquerda
Gonçalo,Silva,1995-09-26,Central,Direita
Gonçalo,Ribeiro,1993-05-30,Ponta Esquerda,Direita
Tiago,Mendes,1993-02-07,Ponta Direita,Esquerda
Carlos,Carvalho,1990-01-22,Lateral Esquerdo,Esquerda
Jorge,Vieira,1991-04-20,Ponta Direita,Esquerda
Marco,Fonseca,2003-11-26,Ponta Esquerda,Esquerda
Manuel,Fonseca,1994-02-13,Lateral Direito,Direita
Carlos,Santos,1999-05-10,Guarda-Redes,Direita
Luís,Ferreira,1991-04-10,Lateral Direito,Esquerda
Daniel,Cardoso,1994-02-09,Ponta Esquerda,Esquerda
Eduardo,Silva,2004-07-13,Ponta Direita,Esquerda
Diogo,Reis,1992-10-19,Pivot,Direita
Daniel,Santos,1998-10-30,Guarda-Redes,Direita
Francisco,Rocha,1997-11-12,Central,Esquerda
Ricardo,Rocha,2000-10-06,Pivot,Direita
Jorge,Costa,1990-06-07,Lateral Direito,Direita
João,Fonseca,1996-05-20,Lateral Esquerdo,Esquerda
José,Reis,1998-03-08,Central,Esquerda
Miguel,Teixeira,2002-01-04,Ponta Esquerda,Esquerda
Gabriel,Ribeiro,1991-07-07,Ponta Esquerda,Esquerda
Rui,Nunes,1998-08-29,Ponta Esquerda,Esquerda
Nuno,Pereira,1996-07-02,Lateral Direito,Esquerda
David,Oliveira,1993-10-13,Lateral Direito,Direita
Daniel,Costa,2005-03-18,Ponta Direita,Direita
Daniel,Mendes,2004-01-27,Ponta Direita,Direita
Tomás,Vieira,1992-05-26,Ponta Direita,Direita
Carlos,Teixeira,1997-05-04,Ponta Esquerda,Direita
Eduardo,Rocha,1991-03-17,Lateral Direito,Esquerda
António,Ribeiro,1995-10-08,Ponta Esquerda,Direita
Diogo,Gomes,1995-10-11,Guarda-Redes,Direita
André,Teixeira,2002-09-06,Lateral Direito,Direita
Gabriel,Fonseca,2003-12-01,Central,Esquerda
Daniel,Henriques,2000-09-11,Ponta Esquerda,Direita
Luís,Gomes,2002-07-31,Lateral Esquerdo,Esquerda
David,Ribeiro,1998-07-16,Ponta Direita,Esquerda
Guilherme,Silva,2001-11-16,Lateral Direito,Esquerda
Marco,Fonseca,1998-02-27,Lateral Direito,Esquerda
António,Almeida,1992-03-16,Lateral Esquerdo,Esquerda
Marco,Mendes,1994-07-20,Lateral Direito,Direita
David,Sousa,1998-09-07,Ponta Direita,Esquerda
José,Lopes,1996-04-07,Lateral Esquerdo,Direita
Eduardo,Fonseca,1990-09-15,Lateral Esquerdo,Direita
Jorge,Cardoso,2005-01-13,Lateral Esquerdo,Direita
Luís,Ferreira,1994-04-13,Pivot,Esquerda
Fernando,Reis,1997-01-25,Lateral Direito,Esquerda
João,Carvalho,2000-04-05,Central,Esquerda
Jorge,Pereira,2004-10-26,Ponta Esquerda,Direita
Tomás,Monteiro,1993-04-06,Ponta Direita,Direita
Guilherme,Martins,1999-02-19,Ponta Direita,Direita
Hugo,Gomes,1997-03-09,Ponta Direita,Direita
Hugo,Gomes,2000-04-21,Ponta Direita,Esquerda
Luís,Fernandes,1998-11-28,Lateral Esquerdo,Direita
Vasco,Fernandes,1998-12-08,Ponta Esquerda,Esquerda
Tomás,Reis,1995-07-10,Pivot,Esquerda
Miguel,Sousa,1995-12-23,Pivot,Direita
Guilherme,Carvalho,2000-09-18,Lateral Esquerdo,Esquerda
António,Monteiro,1996-06-04,Pivot,Direita
Eduardo,Guerreiro,2000-10-16,Lateral Esquerdo,Direita
Rui,Rocha,2001-08-11,Ponta Direita,Direita
Luís,Vieira,1994-04-28,Lateral Esquerdo,Direita
João,Nunes,2004-02-06,Lateral Direito,Direita
Paulo,Almeida,2005-04-20,Pivot,Direita
Hugo,Oliveira,1994-10-19,Ponta Direita,Direita
Miguel,Sousa,2005-02-24,Pivot,Esquerda
João,Rodrigues,2002-02-19,Guarda-Redes,Esquerda
Ricardo,Ferreira,2003-06-12,Central,Direita
Rui,Pinto,2003-06-04,Pivot,Direita
Rui,Cardoso,1998-12-18,Guarda-Redes,Direita
João,Ferreira,2002-07-15,Ponta Direita,Direita
Guilherme,Pereira,1998-04-22,Central,Direita
Daniel,Ribeiro,1993-09-28,Ponta Direita,Esquerda
Manuel,Guerreiro,2003-01-30,Ponta Esquerda,Esquerda
Ricardo,Vieira,1997-06-19,Pivot,Direita
Jorge,Cardoso,1990-08-02,Lateral Direito,Direita
Paulo,Teixeira,1991-11-21,Guarda-Redes,Esquerda
Vasco,Lopes,2003-04-18,Guarda-Redes,Esquerda
Francisco,Correia,2002-07-09,Lateral Esquerdo,Direita
Marco,Reis,2003-10-24,Guarda-Redes,Esquerda
Jorge,Guerreiro,1996-03-14,Lateral Esquerdo,Direita
José,Mendes,1991-06-14,Lateral Esquerdo,Direita
David,Sousa,1996-02-23,Guarda-Redes,Direita
João,Ferreira,1999-04-28,Central,Direita
Manuel,Costa,1993-11-18,Ponta Esquerda,Esquerda
António,Rocha,1998-11-12,Lateral Direito,Direita
Francisco,Martins,1998-12-05,Pivot,Direita
Miguel,Monteiro,2005-07-01,Lateral Esquerdo,Esquerda
Bruno,Correia,1995-05-29,Ponta Esquerda,Direita
Fernando,Fonseca,1994-01-26,Ponta Esquerda,Esquerda
José,Henriques,2001-12-31,Lateral Esquerdo,Esquerda
Rui,Carvalho,2005-01-22,Ponta Esquerda,Direita
David,Carvalho,1998-11-27,Central,Esquerda
André,Cardoso,2000-03-31,Lateral Esquerdo,Direita
Luís,Ribeiro,2005-03-05,Ponta Esquerda,Esquerda
Luís,Ribeiro,1995-02-15,Lateral Esquerdo,Direita
Vasco,Ferreira,1996-01-07,Central,Direita
Luís,Cardoso,2003-06-18,Guarda-Redes,Direita
Manuel,Lopes,2002-10-30,Ponta Esquerda,Direita
Paulo,Costa,1994-10-21,Central,Direita
Rui,Marques,1991-01-19,Lateral Direito,Direita
Miguel,Correia,2000-01-30,Ponta Direita,Esquerda
Diogo,Cardoso,1996-10-26,Ponta Esquerda,Direita
Rafael,Teixeira,1999-09-26,Pivot,Esquerda
José,Monteiro,1999-10-11,Guarda-Redes,Direita
João,Gomes,1997-12-13,Guarda-Redes,Direita
Francisco,Rodrigues,1991-07-19,Pivot,Esquerda
Luís,Martins,1992-10-21,Pivot,Esquerda
Tomás,Pinto,1997-04-20,Ponta Esquerda,Esquerda
Luís,Vieira,1997-07-23,Ponta Direita,Esquerda
Pedro,Costa,1991-12-27,Ponta Esquerda,Esquerda
Gabriel,Henriques,2003-06-01,Lateral Esquerdo,Esquerda
André,Fernandes,1994-06-19,Guarda-Redes,Direita
Daniel,Marques,1993-04-12,Lateral Direito,Direita
Paulo,Teixeira,1993-04-06,Lateral Direito,Direita
Gonçalo,Dias,1991-04-28,Pivot,Esquerda
Tomás,Santos,1995-09-27,Guarda-Redes,Direita
Jorge,Dias,2002-11-06,Ponta Direita,Esquerda
Francisco,Carvalho,1992-06-08,Lateral Direito,Direita
Vasco,Rocha,2002-05-21,Lateral Esquerdo,Esquerda
João,Costa,2002-02-13,Central,Esquerda
Eduardo,Guerreiro,1994-04-09,Ponta Direita,Direita
Vasco,Guerreiro,2002-03-23,Guarda-Redes,Esquerda
Fernando,Dias,2005-08-01,Pivot,Esquerda
Eduardo,Teixeira,2003-01-14,Lateral Esquerdo,Direita
António,Marques,1997-04-04,Ponta Direita,Esquerda
Carlos,Dias,1994-06-15,Guarda-Redes,Direita
Fernando,Pereira,1991-11-17,Ponta Direita,Direita
Jorge,Cardoso,1993-04-17,Central,Esquerda
Paulo,Santos,1991-11-08,Lateral Esquerdo,Esquerda
André,Martins,1996-04-07,Central,Esquerda
Paulo,Pinto,1991-06-20,Pivot,Esquerda
David,Gomes,1994-06-01,Ponta Direita,Direita
Nuno,Oliveira,1990-09-20,Guarda-Redes,Direita
André,Oliveira,2003-10-25,Guarda-Redes,Esquerda
Marco,Martins,1992-01-09,Pivot,Direita
Rafael,Fernandes,1994-08-09,Guarda-Redes,Esquerda
Miguel,Ferreira,1995-01-15,Central,Direita
João,Vieira,2000-09-10,Pivot,Esquerda
Jorge,Marques,1993-05-31,Ponta Direita,Esquerda
Guilherme,Rodrigues,1999-04-17,Lateral Esquerdo,Direita
Tiago,Rocha,1994-06-25,Guarda-Redes,Esquerda
Paulo,Carvalho,1990-01-08,Central,Esquerda
Pedro,Henriques,1992-08-26,Guarda-Redes,Direita
João,Ferreira,1993-09-28,Pivot,Esquerda
Jorge,Fonseca,1996-02-14,Ponta Esquerda,Esquerda
Miguel,Lopes,2003-01-02,Lateral Direito,Esquerda
Luís,Pereira,1996-10-19,Guarda-Redes,Esquerda
Bruno,Correia,1990-01-29,Central,Esquerda
Nuno,Almeida,1990-09-20,Ponta Direita,Esquerda
Nuno,Carvalho,1990-03-08,Central,Esquerda
José,Pinto,2000-04-10,Ponta Direita,Direita
Paulo,Guerreiro,1996-02-09,Ponta Direita,Esquerda
Luís,Reis,1997-02-11,Guarda-Redes,Esquerda
Eduardo,Teixeira,2004-09-10,Guarda-Redes,Direita
João,Sousa,2000-02-15,Pivot,Esquerda
Eduardo,Carvalho,1999-01-14,Guarda-Redes,Esquerda
João,Vieira,1994-08-28,Central,Direita
Francisco,Sousa,2000-11-15,Ponta Esquerda,Esquerda
